,accuracy,precision,recall,spec,roc_auc,bal_acc,f1
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,1.0,1.0,0.8666666666666667,1.0,0.99245960502693,0.9333333333333333,0.9285714285714286
4,1.0,0.8958333333333334,0.9148936170212766,0.9904761904761905,0.9945288753799392,0.9526849037487335,0.9052631578947369
5,1.0,0.864516129032258,0.9370629370629371,0.951048951048951,0.9913606207312501,0.9440559440559441,0.8993288590604027
6,1.0,0.8775510204081632,0.7166666666666667,0.98828125,0.9934244791666667,0.8524739583333334,0.7889908256880733
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
