,accuracy,precision,recall,spec,roc_auc,bal_acc,f1
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,0.9944055944055944,0.8260869565217391,1.0,0.9942528735632183,0.9997731397459165,0.9971264367816092,0.9047619047619047
6,0.9916083916083916,0.9818181818181818,0.9152542372881356,0.9984756097560976,0.9982172385283175,0.9568649235221166,0.9473684210526316
7,0.9972027972027973,0.9814814814814815,0.9814814814814815,0.9984871406959153,0.9998879363478457,0.9899843110886983,0.9814814814814815
8,0.9748251748251748,0.8714285714285714,0.8714285714285714,0.986046511627907,0.9920930232558139,0.9287375415282393,0.8714285714285714
9,0.9832167832167832,0.8771929824561403,0.9090909090909091,0.9893939393939394,0.9885950413223141,0.9492424242424242,0.8928571428571428
10,0.9664335664335665,0.8676470588235294,0.7972972972972973,0.9859594383775351,0.9849685879327066,0.8916283678374162,0.8309859154929577
11,0.9944055944055944,0.8260869565217391,1.0,0.9942528735632183,0.9998487598306111,0.9971264367816092,0.9047619047619047
