,accuracy,precision,recall,spec,roc_auc,bal_acc,f1
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,0.9986013986013986,0.9871794871794872,1.0,0.9984326018808778,1.0,0.9992163009404389,0.9935483870967742
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,0.9986013986013986,1.0,0.9863013698630136,1.0,1.0,0.9931506849315068,0.993103448275862
5,0.993006993006993,0.9375,0.7894736842105263,0.9985632183908046,0.9987144585601936,0.8940184513006655,0.8571428571428572
6,0.9902097902097902,0.9333333333333333,0.9491525423728814,0.9939024390243902,0.9971320793716412,0.9715274906986358,0.9411764705882353
7,0.9972027972027973,0.9814814814814815,0.9814814814814815,0.9984871406959153,0.9998038886087297,0.9899843110886983,0.9814814814814815
8,0.9622377622377623,0.7654320987654321,0.8857142857142857,0.9705426356589147,0.9864230343300111,0.9281284606866003,0.8211920529801325
9,0.9846153846153847,0.8793103448275862,0.9272727272727272,0.9893939393939394,0.9884573002754822,0.9583333333333333,0.902654867256637
10,0.951048951048951,0.8095238095238095,0.6891891891891891,0.9812792511700468,0.9823333473879496,0.8352342201796179,0.7445255474452555
11,0.993006993006993,0.8888888888888888,0.8421052631578947,0.9971264367816092,0.9993194192377495,0.919615849969752,0.8648648648648649
